_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,prompt,task,text
<django.db.models.base.ModelState object at 0x7f23d23cbfd0>,72596,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,28,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how they get fresh water?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:52.962342+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How they get fresh water?,10.0,15.0,10.0,nan,nan,0.35,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how they get fresh water?
<django.db.models.base.ModelState object at 0x7f23d23d80a0>,72597,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,29,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do they have a medicine man.,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:52.966876+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Do they have a medicine man.,15.0,15.0,10.0,nan,nan,0.57,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is do they have a medicine man.
<django.db.models.base.ModelState object at 0x7f23d23d8130>,72598,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,30,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how old is the oldest living person of the tribe.,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:52.971418+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How old is the oldest living person of the tribe.,15.0,15.0,10.0,nan,nan,0.71,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how old is the oldest living person of the tribe.
<django.db.models.base.ModelState object at 0x7f23d23d81c0>,72599,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,31,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do they comunicate?,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:52.974893+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do they comunicate?,10.0,15.0,10.0,nan,nan,0.48,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do they comunicate?
<django.db.models.base.ModelState object at 0x7f23d23d8880>,72611,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,33,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,how did this robot become able to learn and think like humans?,Submitted,12,Scientific Creative Thinking Task,120,0,2026-01-08 15:24:23.717199+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How did this robot become able to learn and think like humans?,15.0,15.0,10.0,nan,nan,0.41,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is how did this robot become able to learn and think like humans?
<django.db.models.base.ModelState object at 0x7f23d23d8910>,72612,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,34,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,is this robot conscious?,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 15:24:23.723311+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Is this robot conscious?,15.0,35.0,10.0,nan,nan,0.6,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is is this robot conscious?
<django.db.models.base.ModelState object at 0x7f23d23d89a0>,72613,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,35,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,what harms could this robot cause to humans if it becomes too intelligent?,Submitted,13,Scientific Creative Thinking Task,120,0,2026-01-08 15:24:23.727908+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,What harms could this robot cause to humans if it becomes too intelligent?,15.0,28.0,10.0,nan,nan,0.72,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is what harms could this robot cause to humans if it becomes too intelligent?
<django.db.models.base.ModelState object at 0x7f23d23d8ac0>,72615,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,33,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,clouds are rolling in slowly and covering up each star as they spread.,Submitted,13,Scientific Creative Thinking Task,120,0,2026-01-08 15:24:59.153127+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Clouds are rolling in slowly and covering up each star as they spread.,10.0,15.0,10.0,nan,nan,0.36,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is clouds are rolling in slowly and covering up each star as they spread.
<django.db.models.base.ModelState object at 0x7f23d23d8b50>,72616,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,34,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,the shadow of the moon is blocking each star as it moves.,Submitted,12,Scientific Creative Thinking Task,120,0,2026-01-08 15:24:59.159740+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,The shadow of the moon is blocking each star as it moves.,15.0,15.0,25.0,nan,nan,0.5,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is the shadow of the moon is blocking each star as it moves.
<django.db.models.base.ModelState object at 0x7f23d23d8be0>,72617,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,35,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,a spaceship that is not visible to the naked eye blends in with space and it passes before each star as it travels.,Submitted,23,Scientific Creative Thinking Task,120,0,2026-01-08 15:24:59.163928+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,A spaceship that is not visible to the naked eye blends in with space and it passes before each star as it travels.,30.0,28.0,35.0,nan,nan,0.63,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is a spaceship that is not visible to the naked eye blends in with space and it passes before each star as it travels.
<django.db.models.base.ModelState object at 0x7f23d23d9a80>,72643,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,37,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,how long has it been there?,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-08 15:27:08.919066+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How long has it been there?,15.0,15.0,10.0,nan,nan,0.58,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is how long has it been there?
<django.db.models.base.ModelState object at 0x7f23d23d9b10>,72644,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,38,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,is there oxygen to breath like earth?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 15:27:08.925535+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is there oxygen to breath like earth?,10.0,15.0,10.0,nan,nan,0.43,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is is there oxygen to breath like earth?
<django.db.models.base.ModelState object at 0x7f23d23d9ba0>,72645,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,39,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,are there other inhabitants living on this planet and if so are they friend or foe?,Submitted,16,Scientific Creative Thinking Task,120,0,2026-01-08 15:27:08.929864+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Are there other inhabitants living on this planet and if so are they friend or foe?,15.0,15.0,10.0,nan,nan,0.56,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is are there other inhabitants living on this planet and if so are they friend or foe?
